id,mass,GeoLocation,name,class_met,year_seen
433,13400,"(11.850000, 8.216670)",Kabo,H4,1971
434,89,"(27.083330, 78.333330)",Kadonah,H6,1822
435,230,"(27.250000, 79.966670)",Kaee,H5,1838
436,1900,"(49.866670, 30.833330)",Kagarlyk,L6,1908
437,2000,"(15.000000, 48.300000)",Kaidun,CR2,1980
438,200000,"(55.433330, 53.250000)",Kainsaz,CO3.2,1937
439,350,"(12.383330, 78.516670)",Kakangari,K3,1890
440,577,"(45.133330, 21.666670)",Kakowa,L6,1858
441,950,"(-6.833330, 29.500000)",Kalaba,H4,1951
442,4500,"(17.833330, 73.983330)",Kalumbi,L6,1879
443,2770,"(26.033330, 81.466670)",Kamalpur,L6,1942
444,448,"(36.041670, 139.956670)",Kamiomi,H5,1913
445,1293,"(14.183330, 75.800000)",Kamsagar,L6,1902
446,299,"(31.600000, 65.783330)",Kandahar (Afghanistan),L6,1959
447,1630,"(-7.000000, 115.500000)",Kangean,H5,1908
448,400,"(32.083330, 76.300000)",Kangra Valley,H5,1897
449,11355,"(4.700000, 33.633330)",Kapoeta,Howardite,1942
450,1600,"(20.339160, 73.223290)",Kaprada,L5/6,2004
451,3500,"(42.450000, 73.366670)",Kaptal-Aryk,L6,1937
452,3000,"(47.216670, 81.016670)",Karakol,LL6,1840
453,2220,"(-3.500000, 35.583330)",Karatu,LL6,1963
454,180,"(12.900000, 7.150000)",Karewar,L6,1949
455,22000,"(27.800000, 67.166670)",Karkh,L6,1905
456,2950,"(31.583330, 71.600000)",Karloowala,L6,1955
457,41730,"(-35.083330, 139.916670)",Karoonda,CK4,1930
458,710,"(35.366670, 136.766670)",Kasamatsu,H,1938
459,16820,"(29.583330, 77.583330)",Kasauli,H4,2003
460,1500,"(11.333330, 10.083330)",Katagum,L6,1999
461,6800,"(25.143330, 75.813330)",Kavarpura,"Iron, IIE-an",2006
462,85000,"(39.263330, 31.780000)",Kayakent,"Iron, IIIAB",1961
463,3300,"(-7.750000, 112.016670)",Kediri,L4,1940
464,5760,"(36.541940, 29.418220)",Kemer,L4,2008
465,6937,"(29.450000, -96.000000)",Kendleton,L4,1939
466,6669.2,"(20.462500, 86.702780)",Kendrapara,H4-5,2003
467,5000,"(48.400000, -3.300000)",Kerilis,H5,1874
468,80000,"(48.116670, -3.083330)",Kernouve,H6,1869
469,135000,"(38.983330, 141.616670)",Kesen,H4,1850
470,13600,"(29.533330, 72.300000)",Khairpur,EL6,1873
471,3698,"(25.550000, 83.116670)",Khanpur,LL5,1932
472,1500,"(50.625000, 35.075000)",Kharkov,L6,1787
473,450,"(26.950000, 77.883330)",Kheragur,L6,1860
474,100,"(28.016670, 75.816670)",Khetri,H6,1867
475,6109,"(56.750000, 75.333330)",Khmelevka,L5,1929
476,9700,"(25.100000, 81.533330)",Khohar,L3.6,1910
477,3200,"(16.000000, 36.000000)",Khor Temiki,Aubrite,1932
478,100000,"(14.000000, 28.000000)",Kidairat,H6,1983
479,737.6,"(54.400000, 10.150000)",Kiel,L6,1962
480,1500,"(16.583330, -11.333330)",Kiffa,H5,1970
481,331,"(36.850000, 138.383330)",Kijima (1906),Stone-uncl,1906
482,195,"(55.000000, 34.000000)",Kikino,H6,1809
483,19000,"(12.766670, 9.800000)",Kilabo,LL6,2002
484,772,"(43.583330, -89.600000)",Kilbourn,H5,1911
485,140,"(54.666670, -7.666670)",Killeter,H6,1844
486,67.4,"(11.633330, 24.683330)",Kingai,H6,1967
487,97.7,"(30.750000, -95.950000)",Kirbyville,Eucrite-mmict,1906
488,1550,"(48.166670, 22.308330)",Kisvarsány,L6,1914
489,202.6,"(43.383330, -80.383330)",Kitchener,L6,1998
490,3250,"(51.600000, 10.800000)",Klein-Wenden,H6,1843
491,500000,"(48.900000, 22.400000)",Knyahinya,L/LL5,1866
492,136,"(34.733330, 135.166670)",Kobe,CK4,1999
493,11510,"(34.300000, 133.950000)",Kokubunji,L6,1986
494,238,"(35.733330, 139.750000)",Komagome,Iron,1926
495,90,"(42.516670, 26.166670)",Konovo,LL5,1931
496,4300,"(48.763670, 21.176330)",Košice,H5,2010
497,16500,"(49.326940, 7.464720)",Krähenberg,LL5,1869
498,2440,"(54.033330, 40.900000)",Krasnoi-Ugol,L6,1829
499,4000,"(54.333330, 56.083330)",Krasnyi Klyuch,H5,1946
500,845.2,"(56.800000, 77.000000)",Krutikha,OC,1906
501,50000,"(47.833330, 30.766670)",Krymka,LL3.2,1946
502,2250,"(51.150000, 31.700000)",Kukschin,L6,1938
503,453.6,"(30.731110, 66.802220)",Kulak,L5,1961
504,6000,"(50.750000, 33.500000)",Kuleschovka,L6,1811
505,3719,"(41.116670, 45.000000)",Kulp,H6,1906
506,200000,"(55.783330, 61.366670)",Kunashak,L6,1949
507,1100000,"(42.250000, 59.200000)",Kunya-Urgench,H5,1998
508,4460,"(37.050000, 138.383330)",Kushiike,OC,1920
509,5,"(29.683330, 78.383330)",Kusiali,L6,1860
510,23,"(44.516670, 39.300000)",Kutais,H5,1977
511,45000,"(10.833330, 76.033330)",Kuttippuram,L6,1914
512,4047,"(55.200000, 75.333330)",Kuznetzovo,L6,1932
513,45000,"(32.033330, 130.633330)",Kyushu,L6,1886
514,2800,"(47.083330, 1.750000)",La Bécasse,L6,1879
515,399,"(20.666670, -101.283330)",La Charca,OC,1878
516,2000,"(-37.333330, -61.533330)",La Colina,H5,1924
517,45000,"(-31.233330, -58.166670)",La Criolla,L6,1985
518,3833,"(44.283330, 5.583330)",Laborel,H5,1871
519,900,"(26.783330, 82.716670)",Lahrauli,Ureilite,1955
520,37000,"(48.766670, 0.633330)",L'Aigle,L6,1803
521,212.5,"(21.866670, 76.033330)",Lakangaon,Eucrite-mmict,1910
522,372,"(24.450000, 78.566670)",Lalitpur,L6,1887
523,51700,"(47.700000, 1.066670)",Lancé,CO3.5,1872
524,7000,"(43.750000, 5.116670)",Lancon,H6,1897
525,2300,"(58.850000, 16.733330)",Långhalsen,L6,1947
526,1282,"(46.241670, 126.196110)",Lanxi,L6,1986
527,7000,"(47.750000, 16.233330)",Lanzenkirchen,L4,1925
528,14250,"(33.133330, 115.166670)",Laochenzhen,H5,1987
529,1060,"(51.900000, -1.116670)",Launton,L6,1830
530,800,"(52.450000, 51.566670)",Lavrentievka,L6,1938
531,3000,"(47.166670, 0.433330)",Le Pressoir,H5,1845
532,780,"(48.533330, -0.866670)",Le Teilleul,Howardite,1845
533,51500,"(35.883330, -99.333330)",Leedey,L6,1943
534,460,"(-25.666670, 28.366670)",Leeuwfontein,L6,1912
535,271.4,"(52.666670, -6.966670)",Leighlinbridge,L6,1999
536,877,"(34.583330, -87.500000)",Leighton,H5,1907
537,700,"(52.266670, 32.850000)",Leonovka,L6,1900
538,125,"(48.350000, 3.250000)",Les Ormes,L6,1857
539,2000,"(50.366670, 4.733330)",Lesves,L6,1896
540,4000,"(-26.150000, 26.183330)",Lichtenberg,H6,1973
541,6862,"(56.650000, 15.866670)",Lillaverke,H5,1930
542,50000,"(52.566670, -8.783330)",Limerick,H5,1813
543,1862,"(52.750000, 12.900000)",Linum,L6,1854
544,498,"(31.633330, 118.983330)",Lishui,L5,1978
545,12800,"(50.200000, 14.850000)",Lissa,L6,1808
546,491,"(37.916670, -92.083330)",Little Piney,L5,1839
547,5213,"(56.000000, 26.433330)",Lixna,H4,1820
548,1000,"(29.533330, 71.800000)",Lodran,Lodranite,1868
549,40000,"(26.965560, 72.626670)",Lohawat,Howardite,1994
550,329.7,"(38.700660, -77.211630)",Lorton,L6,2010
551,25,"(38.000000, -0.833330)",Los Martinez,L6,1894
552,17000,"(36.008330, -95.150000)",Lost City,H5,1970
553,1300,"(38.250000, -85.750000)",Louisville,L6,1977
554,59000,"(52.000000, 19.916670)",Łowicz,Mesosiderite-A3,1935
555,9241,"(24.950000, 75.150000)",Lua,L5,1926
556,3500,"(47.850000, 0.483330)",Lucé,L6,1768
557,340,"(32.033330, -84.766670)",Lumpkin,L6,1869
558,2520,"(24.800000, 103.300000)",Lunan,H6,1980
559,11000,"(56.216670, 13.033330)",Lundsgård,L6,1889
560,885,"(61.200000, 27.700000)",Luotolax,Howardite,1813
561,14000,"(46.216670, 5.000000)",Luponnas,H3-5,1753
562,,"(-7.216670, 29.433330)",Lusaka,Unknown,1951
563,540,"(19.000000, 97.000000)",Mabwe-Khoywa,L5,1937
564,1500,"(-5.200000, -36.666670)",Macau,H5,1836
565,93200,"(-15.212220, 35.242220)",Machinga,L6,1981
566,1995,"(-28.833330, 31.950000)",Macibini,Eucrite-pmict,1936
567,1000,"(25.916670, 86.366670)",Madhipura,L,1950
568,400,"(-7.750000, 111.533330)",Madiun,L6,1935
569,400,"(40.416670, -3.716670)",Madrid,L6,1896
570,600,"(-26.166670, -49.933330)",Mafra,L3-4,1941
571,5000,"(37.866670, 27.516670)",Magnesia,"Iron, IAB-sHL",1899
572,666.6,"(-19.483330, 31.650000)",Magombedze,H3-5,1990
573,70500,"(27.666670, 95.783330)",Mahadevpur,H4/5,2007
574,4629,"(12.833330, 9.383330)",Maigatari-Danduma,H5/6,2004
575,150,"(32.216670, -104.000000)",Malaga,OC,1933
576,2000,"(9.500000, 31.750000)",Malakal,L5,1970
577,470,"(-3.133330, 33.516670)",Malampaka,H,1930
578,,"(-28.933330, -63.233330)",Malotas,H5,1931
579,807,"(-29.450000, 26.766670)",Malvern,Eucrite-pmict,1933
580,1000,"(45.216670, 62.083330)",Mamra Springs,L6,1927
581,1700,"(23.050000, 86.700000)",Manbhoom,LL6,1863
582,50,"(20.966670, 76.100000)",Manegaon,Diogenite,1843
583,22300,"(-17.650000, 31.600000)",Mangwendi,LL6,1934
584,3555,"(45.816670, 44.633330)",Manych,LL3.4,1951
585,4500,"(34.233330, 72.083330)",Mardan,H5,1948
586,114,,Maria Linden,L4,1925
587,340,"(42.716670, -99.383330)",Mariaville,Iron,1898
588,25.81,"(54.761830, 11.467450)",Maribo,CM2,2009
589,3200,"(4.666670, 29.250000)",Maridi,H6,1941
590,2500,"(-22.250000, -49.933330)",Marilia,H4,1971
591,28400,"(41.900000, -91.600000)",Marion (Iowa),L6,1847
592,45000,"(61.500000, 30.500000)",Marjalahti,"Pallasite, PMG",1902
593,3000,"(44.500000, 0.150000)",Marmande,L5,1848
594,6000,"(-14.200000, 48.100000)",Maromandia,L6,2002
595,1443,"(35.800000, -84.100000)",Maryville,L6,1983
596,1000,"(45.366670, 1.866670)",Mascombes,L6,1836
597,24.54,"(0.000000, 0.000000)",Mason Gully,H5,2010
598,1600,"(48.133330, 12.616670)",Mässing,Howardite,1803
599,19000,"(48.183330, 13.133330)",Mauerkirchen,L6,1768
600,220,"(-20.000000, 57.000000)",Mauritius,L6,1801
601,4850,"(8.966670, 12.083330)",Mayo Belwa,Aubrite,1974
602,4000,"(24.683330, -101.683330)",Mazapil,"Iron, IAB-sLL",1885
603,4975,"(-1.216670, 30.000000)",Maziba,L6,1942
604,150000,"(1.066670, 34.166670)",Mbale,L5/6,1992
605,31,"(-27.250000, -67.500000)",Medanitos,Eucrite-cm,1953
606,22,"(29.016670, 77.800000)",Meerut,H5,1861
607,24750,"(-6.233330, 106.883330)",Meester-Cornelis,H5,1915
608,10500,"(53.183330, 13.150000)",Menow,H4,1862
609,28.9,"(46.818670, 7.218170)",Menziswyl,L5,1903
610,4000,"(55.050000, 12.066670)",Mern,L6,1878
611,6000,"(0.000000, 37.666670)",Meru,LL6,1945
612,71400,"(25.483330, 81.983330)",Merua,H5,1920
613,2405,"(38.183330, 15.566670)",Messina,L5,1955
614,870,"(50.583330, 11.100000)",Meuselbach,L6,1897
615,1300,"(45.766670, 3.250000)",Mezel,L6,1949
616,22700,"(46.500000, 25.733330)",Mezö-Madaras,L3.7,1852
617,350,"(25.900000, 83.616670)",Mhow,L6,1827
618,1100,"(34.800000, 111.700000)",Mianchi,H5,1980
619,1600,"(54.566670, -1.166670)",Middlesbrough,L6,1881
620,3584,"(42.907500, -90.365560)",Mifflin,L5,2010
621,8000,"(48.066670, 30.966670)",Mighei,CM2,1889
622,6380,"(35.568330, 133.220000)",Mihonoseki,L6,1992
623,224.2,"(46.233330, 17.533330)",Mike,L6,1944
624,10000,"(46.183330, 16.100000)",Milena,L6,1842
625,330000,"(-26.450000, 120.366670)",Millbillillie,Eucrite-mmict,1960
626,16700,"(35.400000, -92.050000)",Miller (Arkansas),H5,1930
627,1040,"(35.078330, 136.933330)",Minamino,L,1632
628,42,"(37.283330, 14.700000)",Mineo,Pallasite,1826
629,5500,"(32.333330, 120.666670)",Min-Fan-Zhun,LL6,1952
630,550,"(47.700000, 16.600000)",Minnichhof,OC,1905
631,8510,"(25.683330, 83.250000)",Mirzapur,L5,1910
632,5800,"(56.666670, 23.000000)",Misshof,H5,1890
633,100.7,"(61.733330, 5.933330)",Mjelleim,H,1898
634,300000,"(46.800000, 24.033330)",Mocs,L5-6,1882
635,35000,"(38.500000, -101.100000)",Modoc (1905),L6,1905
636,4500,"(-39.633330, 174.400000)",Mokoia,CV3,1908
637,144000,"(38.116670, -1.166670)",Molina,H5,1858
638,150,"(-31.250000, 26.466670)",Molteno,Howardite,1953
639,2587,"(31.608330, -102.858330)",Monahans (1998),H5,1998
640,8600,"(35.250000, -80.500000)",Monroe,H4,1849
641,4885,"(38.016670, -8.250000)",Monte das Fortes,L5,1950
642,3130,"(43.266670, 13.350000)",Monte Milone,L5,1846
643,149000,"(43.390560, 1.962500)",Montferré,H5,1923
644,500,"(47.633330, 1.583330)",Montlivault,L6,1838
645,,"(-15.966670, 27.350000)",Monze,L6,1950
646,1880,"(35.416670, -79.383330)",Moore County,Eucrite-cm,1913
647,3520,"(52.450000, -8.333330)",Mooresfort,H5,1810
648,8887.5,"(-40.975000, 145.600000)",Moorleah,L6,1930
649,70,"(28.783330, 78.833330)",Moradabad,L6,1808
650,633,"(49.600000, 18.533330)",Morávka,H5,2000
651,1300,"(44.600000, 5.133330)",Mornans,H5,1875
652,3763,"(59.433330, 10.700000)",Moss,CO3.6,2006
653,1500,"(26.833330, 77.333330)",Moti-ka-nagla,H6,1868
654,9150,"(45.200000, 8.500000)",Motta di Conti,H4,1868
655,11300,"(-29.800000, 141.700000)",Mount Browne,H6,1902
656,110000,"(18.700000, 4.800000)",Mount Tazerzait,L5,1991
657,17000,"(44.083330, 6.866670)",Mount Vaisi,Stone-uncl,1637
658,1100,"(-11.500000, 33.500000)",Mtola,Stone-uncl,1944
659,4400,"(12.633330, 77.016670)",Muddoor,L5,1865
660,25.5,"(9.333330, 80.833330)",Mulletiwu,L,1795
661,4703,"(24.500000, 90.216670)",Muraid,L6,1924
662,100000,"(-36.616670, 145.200000)",Murchison,CM2,1969
663,12600,"(36.600000, -88.100000)",Murray,CM2,1950
664,1245,"(26.133330, 85.533330)",Muzaffarpur,"Iron, IAB-sHL",1964
665,,"(23.050000, 72.633330)",Myhee Caunta,OC,1842
666,8165,"(12.000000, 1.000000)",Nadiabondi,H5,1956
667,1810,"(38.121670, 140.061670)",Nagai,L6,1922
668,20,"(26.983330, 78.216670)",Nagaria,Eucrite-cm,1875
669,6100,"(49.166670, 19.500000)",Nagy-Borové,L5,1895
670,10000,"(31.316670, 30.350000)",Nakhla,Martian (nakhlite),1911
671,23200,"(13.733330, 100.083330)",Nakhon Pathom,L6,1923
672,4500,"(12.283330, 79.200000)",Nammianthal,H5,1886
673,52900,"(35.666670, 103.500000)",Nan Yang Pao,L6,1917
674,7500,"(38.416670, -77.166670)",Nanjemoy,H6,1825
675,529,"(32.116670, 121.800000)",Nantong,H6,1984
676,17000,"(19.250000, 77.000000)",Naoki,H6,1928
677,2700,"(33.750000, 51.500000)",Naragh,H6,1974
678,367.5,"(-34.050000, 150.688890)",Narellan,L6,1928
679,,"(42.516670, 12.516670)",Narni,Stone-uncl,920
680,347,"(-21.733330, 165.900000)",Nassirah,H4,1936
681,1.4,,Natal,Stone-uncl,1973
682,105,"(21.250000, 83.666670)",Nawapali,CM2,1890
683,420,"(36.449170, 136.465280)",Neagari,L6,1995
684,4500,"(18.683330, 83.483330)",Nedagolla,"Iron, ungrouped",1870
685,2450,"(9.500000, 35.333330)",Nejo,L6,1970
686,10250,"(56.500000, 21.500000)",Nerft,L6,1864
687,6189,"(47.525000, 10.808330)",Neuschwanstein,EL6,2002
688,230000,"(40.000000, -81.766670)",New Concord,L6,1860
689,12000,"(15.366670, 35.683330)",New Halfa,L4,1994
690,19256,"(29.947180, -90.109760)",New Orleans,H5,2003
691,1393,"(-7.450000, 111.416670)",Ngawi,LL3.6,1883
692,37500,"(13.850000, -4.383330)",N'Goureyma,"Iron, ungrouped",1900
693,,"(49.033330, -1.433330)",Nicorps,Stone-uncl,1750
694,3.3,,Niger (L6),L6,1967
695,3.3,,Niger (LL6),LL6,1967
696,3996,"(52.450000, 78.633330)",Nikolaevka,H4,1935
697,6000,"(56.116670, 37.333330)",Nikolskoe,L4,1954
698,14250,"(29.866670, 121.483330)",Ningbo,"Iron, IVA",1975
699,4610,"(32.925000, 105.906670)",Ningqiang,C3-ung,1983
700,467,"(34.200000, 131.566670)",Nio,H3-4,1897
701,17200,"(-28.566670, 30.700000)",N'Kandhla,"Iron, IID",1912
702,2300,"(44.083330, -69.483330)",Nobleborough,Eucrite-pmict,1823
703,483.7,"(40.085280, -86.055000)",Noblesville,H4-6,1991
704,472,"(33.725000, 130.750000)",Nogata,L6,860
705,4000,"(-32.366670, -59.833330)",Nogoya,CM2,1879
706,1050,"(36.216670, -92.266670)",Norfork,"Iron, IIIAB",1918
707,1100000,"(39.683330, -99.866670)",Norton County,Aubrite,1948
708,177,"(45.291670, 11.527220)",Noventa Vicentina,H4,1971
709,1900,"(54.816670, 46.000000)",Novo-Urei,Ureilite,1886
710,,"(58.550000, 31.333330)",Novy-Ergi,Stone-uncl,1662
711,1001,"(56.000000, 22.000000)",Novy-Projekt,OC,1908
712,250,"(42.916670, 102.466670)",Noyan-Bogdo,L6,1933
713,50000,"(24.300000, -102.133330)",Nuevo Mercurio,H5,1978
714,5000,"(41.633330, 0.750000)",Nulles,H6,1851
715,363,"(43.333330, 141.866670)",Numakai,H4,1925
716,737.6,"(21.208330, 94.916670)",Nyaung,"Iron, IIIAB",1939
717,1100,"(47.550000, 22.025000)",Nyirábrany,LL5,1914
718,500000,"(57.783330, 55.266670)",Ochansk,H4,1887
719,1400,"(52.283330, 8.050000)",Oesede,H5,1927
720,6000,"(58.500000, 23.000000)",Oesel,L6,1855
721,3750,"(47.883330, 22.033330)",Ofehértó,L6,1900
722,14360,"(33.283330, 130.200000)",Ogi,H6,1741
723,16250,"(46.066670, 23.583330)",Ohaba,H5,1857
724,7700,"(6.750000, 8.500000)",Ohuma,L5,1963
725,5850,"(38.183330, -5.400000)",Ojuelos Altos,L6,1926
726,194,"(36.183330, 139.216670)",Okabe,H5,1958
727,4742,"(35.083330, 135.200000)",Okano,"Iron, IIAB",1904
728,12000,"(50.833330, 25.500000)",Okniny,LL6,1834
729,16570,"(52.950000, 8.166670)",Oldenburg (1930),L6,1930
730,,"(39.000000, -0.033330)",Oliva-Gandia,Stone-uncl,1519
731,150000,"(38.716670, -7.066670)",Olivenza,LL5,1924
732,40000,"(39.566670, -2.100000)",Olmedilla de Alarcón,H5,1929
733,250000,"(64.020000, 161.808330)",Omolon,"Pallasite, PMG",1981
734,14000,"(43.883330, 1.383330)",Orgueil,CI1,1864
735,180,"(28.547500, -81.362220)",Orlando,Eucrite,2004
736,6000,"(47.116670, 6.150000)",Ornans,CO3.4,1868
737,4500,"(48.500000, 8.000000)",Ortenau,Stone-uncl,1671
738,3400,"(42.133330, 12.933330)",Orvinio,H6,1872
739,246,"(58.883330, 9.400000)",Oterøy,L6,1928
740,6510,"(38.400000, 140.350000)",Otomi,H,1867
741,840,"(38.600000, -95.216670)",Ottawa,LL6,1896
742,4440,"(12.900000, 0.080000)",Ouadangou,L5,2003
743,1215.5,"(30.180000, -6.577170)",Oued el Hadjar,LL6,1986
744,17000,"(24.300000, -13.100000)",Oum Dreyga,H3-5,2003
745,20000,"(37.608330, -8.280000)",Ourique,H4,1998
746,121.5,"(-18.000000, 16.000000)",Ovambo,L6,1900
747,205,"(43.400000, -5.866670)",Oviedo,H5,1856
748,,"(51.333330, 28.833330)",Owrucz,OC,1775
749,3400,"(21.050000, -99.300000)",Pacula,L6,1881
750,3858,"(55.666670, 25.000000)",Padvarninkai,Eucrite-mmict,1929
751,515,"(17.743330, 120.455830)",Paitan,H6,1910
752,,"(32.316670, -89.716670)",Palahatchie,OC,1910
753,1430,"(-23.116670, -65.100000)",Palca de Aparzo,L5,1988
754,18000,"(43.483330, 118.616670)",Palinshih,Iron,1914
755,135,"(39.800000, -91.500000)",Palmyra,L3,1926
756,682,"(21.300000, -157.783330)",Palolo Valley,H5,1949
757,10500,"(15.083330, 120.700000)",Pampanga,L5,1859
758,2130,"(8.066670, 124.283330)",Pantar,H5,1938
759,408000,"(36.066670, -90.500000)",Paragould,LL5,1930
760,2000,"(-6.233330, -40.700000)",Parambu,LL5,1967
761,100000,"(-19.133330, -51.666670)",Paranaiba,L6,1956
762,18000,"(41.484720, -87.679170)",Park Forest,L5,2003
763,77600,"(9.233330, 78.350000)",Parnallee,LL3.6,1857
764,800,"(26.200000, 85.400000)",Parsa,EH3,1942
765,5100,"(36.216670, -103.400000)",Pasamonte,Eucrite-pmict,1933
766,4375,"(20.936940, 82.050000)",Patora,H6,1969
767,2121,"(-19.533330, -48.566670)",Patrimonio,L6,1950
768,12,"(38.133330, 14.966670)",Patti,Iron,1922
769,37350,"(23.150000, 91.183330)",Patwar,Mesosiderite-A1,1935
770,2968,"(43.466670, 25.516670)",Pavel,H5,1966
771,142.5,"(52.300000, 77.033330)",Pavlodar (stone),H5,1938
772,40000,"(48.533330, 35.983330)",Pavlograd,L6,1826
773,2000,"(52.033330, 43.000000)",Pavlovka,Howardite,1882
774,,"(11.333670, -3.542170)",Pê,L6,1989
775,45760,"(56.133330, -117.933330)",Peace River,L6,1963
776,117.8,"(51.666670, 9.250000)",Peckelsheim,Diogenite-pm,1953
777,12570,"(41.283330, -73.916670)",Peekskill,H6,1992
778,70000,"(30.125000, -103.116670)",Peña Blanca Spring,Aubrite,1946
779,165,"(-10.666670, 35.500000)",Peramiho,Eucrite-mmict,1899
780,23474,"(23.325000, 91.000000)",Perpeti,L6,1935
781,2,"(56.400000, -3.433330)",Perth,LL5,1830
782,66000,"(56.633330, 39.433330)",Pervomaisky,L6,1933
783,3393,"(55.500000, 66.083330)",Pesyanoe,Aubrite,1933
784,189,"(14.052000, 0.420000)",Pétèlkolé,H5,1995
785,1800,"(35.300000, -86.633330)",Petersburg,Eucrite-pmict,1855
786,,"(53.533330, -7.333330)",Pettiswood,Stone-uncl,1779
787,57900,"(40.000000, -99.250000)",Phillips County (stone),L6,1901
788,500,"(11.250000, 108.583330)",Phu Hong,H4,1887
789,7800,"(12.000000, 105.483330)",Phum Sambo,H4,1933
790,11000,"(15.716670, 108.100000)",Phuoc-Binh,L5,1941
791,13.1,"(44.244170, 11.502220)",Piancaldoli,LL3.4,1968
792,,"(41.366670, -6.233330)",Picote,Stone-uncl,1843
793,23250,"(58.666670, 25.733330)",Pillistfer,EL6,1863
794,42000,"(26.034720, 73.941670)",Piplia Kalan,Eucrite-mmict,1996
795,37,"(-32.866670, 18.716670)",Piquetberg,H,1881
796,842,"(25.800000, 88.450000)",Pirgunje,L6,1882
797,1161,"(29.583330, 76.000000)",Pirthalla,H6,1884
798,3760,"(31.950000, -83.516670)",Pitts,"Iron, IAB-ung",1921
799,2085,"(30.700000, -96.116670)",Plantersville,H6,1930
800,6913,"(45.275000, 26.709720)",Pleşcoi,L5-6,2008
801,39,"(50.533330, 14.116670)",Ploschkovitz,L5,1723
802,96,"(11.583330, 104.916670)",Pnompehn,L6,1868
803,3000,"(50.933330, 12.133330)",Pohlitz,L5,1819
804,350,"(26.716670, 82.666670)",Pokhra,H5,1866
805,253.6,"(66.348330, 14.015000)",Pollen,CM2,1942
806,157,"(53.036390, -4.319440)",Pontlyfni,Winonaite,1931
807,71400,"(34.175000, -103.295000)",Portales Valley,H6,1998
808,4500,"(38.500000, -8.000000)",Portugal,Stone-uncl,1796
809,665,"(31.416670, 118.500000)",Po-wang Chen,LL,1933
810,2125,"(48.302500, 13.940830)",Prambachkirchen,L6,1932
811,5555,"(49.666670, 14.033330)",Pribram,H5,1959
812,900,"(39.116670, -83.850000)",Pricetown,L6,1893
813,500,"(39.350000, -3.516670)",Puerto Lápice,Eucrite-br,2007
814,560,"(23.366670, 75.183330)",Pulsora,H5,1863
815,250000,"(52.766670, 21.266670)",Pultusk,H5,1868
816,100,"(13.333330, 78.950000)",Punganaru,Stone-uncl,1811
817,300000,"(-29.033330, -53.050000)",Putinga,L6,1937
818,1275,"(32.083330, 121.500000)",Qidong,L/LL5,1982
819,2600,"(26.533330, 106.466670)",Qingzhen,EH3,1976
820,7000,"(-30.116670, 28.700000)",Queen's Mercy,H6,1925
821,6045,"(17.766670, 95.183330)",Quenggouk,H4,1857
822,10750,"(39.000000, -0.666670)",Quesa,"Iron, IAB-ung",1898
823,17450,"(44.616670, 126.133330)",Quija,H,1990
824,65,"(46.600000, 0.250000)",Quincay,L6,1851
825,5000,"(-26.666670, -65.450000)",Raco,H5,1957
826,10200,"(27.725280, 76.465000)",Raghunathpura,"Iron, IIAB",1986
827,67225,"(28.225000, 70.200000)",Rahimyar Khan,L5,1983
828,9000,"(52.983330, 37.033330)",Rakovka,L6,1878
